Group_ID	CR182.faa	GCA_002135175.faa	GCA_005795965.faa	GCA_017847635.faa	GCA_017847655.faa	GCA_017847675.faa	GCA_019295385.faa	GCA_019325155.faa	GCA_022712415.faa	GCA_022712555.faa	GCA_026239475.faa	GCA_026239495.faa	GCA_027564955.faa	GCA_028622045.faa	GCA_031119525.faa	GCA_039206795.faa	GCA_048590285.faa	GCA_964019725.faa	GCA_964019825.faa	GCA_964030995.faa	GCA_964031075.faa	GCA_964263215.faa	GCA_964273395.faa	GCA_964273555.faa	GCA_965226525.faa	GCF_000236085.faa	GCF_000328865.faa	GCF_000400935.faa	GCF_000400955.faa	GCF_000439435.faa	GCF_000439455.faa	GCF_000500935.faa	GCF_000517365.faa	GCF_000565175.faa	GCF_000565195.faa	GCF_000565215.faa	GCF_000820525.faa	GCF_001029245.faa	GCF_001029265.faa	GCF_001262715.faa	GCF_001267155.faa	GCF_001274875.faa	GCF_001281045.faa	GCF_001513715.faa	GCF_001715535.faa	GCF_001792795.faa	GCF_001886495.faa	GCF_001886855.faa	GCF_002028345.faa	GCF_002163565.faa	GCF_002237575.faa	GCF_002795265.faa	GCF_002813555.faa	GCF_002865545.faa	GCF_002868295.faa	GCF_002968355.faa	GCF_003124105.faa	GCF_003124115.faa	GCF_003339775.faa	GCF_003363775.faa	GCF_003987485.faa	GCF_003989055.faa	GCF_004379335.faa	GCF_005222125.faa	GCF_007993715.faa	GCF_008086545.faa	GCF_009730595.faa	GCF_009866525.faa	GCF_010365785.faa	GCF_010365805.faa	GCF_010587055.faa	GCF_010587105.faa	GCF_010587175.faa	GCF_010587255.faa	GCF_010587305.faa	GCF_012163225.faa	GCF_013113755.faa	GCF_016082235.faa	GCF_016082285.faa	GCF_018831625.faa	GCF_021496725.faa	GCF_022569815.faa	GCF_023509825.faa	GCF_023566085.faa	GCF_023566095.faa	GCF_023846195.faa	GCF_027923845.faa	GCF_029607405.faa	GCF_029607425.faa	GCF_029607445.faa	GCF_030060925.faa	GCF_030316605.faa	GCF_030913225.faa	GCF_040369795.faa	GCF_040372085.faa	GCF_040940205.faa	GCF_042465095.faa	GCF_044714355.faa	GCF_044714365.faa	GCF_049669535.faa	GCF_049949145.faa	GCF_049949155.faa	GCF_902809815.faa	GCF_918697755.faa	GCF_964019485.faa	GCF_964019495.faa	GCF_964019505.faa	GCF_964019525.faa	GCF_964019535.faa	GCF_964019575.faa	GCF_964019595.faa	GCF_964019625.faa	GCF_964019665.faa	GCF_964019705.faa	GCF_964019715.faa	GCF_964019735.faa	GCF_964019755.faa	GCF_964019765.faa	GCF_964019845.faa	GCF_964019925.faa	GCF_964019975.faa	GCF_964020005.faa	GCF_964020035.faa	GCF_964020065.faa	GCF_964020095.faa	GCF_964020195.faa	GCF_964020205.faa	GCF_964020225.faa	GCF_964020235.faa	GCF_964020965.faa	GCF_964030635.faa	GCF_964030645.faa	GCF_964030655.faa	GCF_964030685.faa	GCF_964030795.faa	GCF_964030805.faa	GCF_964030825.faa	GCF_964030835.faa	GCF_964030855.faa	GCF_964030865.faa	GCF_964030895.faa	GCF_964030925.faa	GCF_964030965.faa	GCF_964030985.faa	GCF_964031045.faa	GCF_964031085.faa	GCF_964031115.faa	GCF_964031135.faa	GCF_964031155.faa	GCF_964031175.faa	GCF_964031195.faa	GCF_964031205.faa	GCF_964031275.faa	GCF_964035735.faa	GCF_964263245.faa	GCF_964264745.faa	GCF_964264785.faa	GCF_964273375.faa	GCF_964277355.faa	GCF_965178695.faa	total
33	0	0	0	10	10	9	3	4	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	10	0	4	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	12	0	0	0	0	0	15	0	0	0	0	0	0	1	5	5	5	8	0	0	3	0	4	12	0	0	5	0	0	14	15	12	15	14	0	13	1	0	3	0	4	0	0	0	2	8	14	16	15	0	10	0	3	6	3	0	0	1	4	4	3	8	3	1	0	0	21	4	19	0	4	0	5	16	10	0	0	0	0	6	0	0	6	6	9	5	18	0	2	0	0	0	14	4	0	1	1	0	0	10	10	7	5	0	1	3	3	4	13	8	8	4	5	0	0	5	5	4	0	573
34	2	0	0	0	0	0	4	3	0	0	6	7	0	0	0	0	2	8	8	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	16	0	0	0	0	0	22	0	0	0	0	0	0	4	15	8	8	20	0	4	2	0	17	20	0	0	8	0	0	20	21	20	20	21	0	18	1	0	0	0	2	0	0	0	0	0	24	24	24	1	0	0	0	1	0	0	1	3	17	17	18	0	4	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	20	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	24	551
35	4	0	0	1	1	0	4	16	0	1	17	17	0	5	0	0	2	16	29	0	0	0	0	13	0	1	0	0	0	0	0	0	1	0	1	0	26	1	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	1	1	15	21	7	0	5	3	0	1	11	0	0	14	0	0	5	4	4	7	6	0	7	1	2	0	0	2	0	0	0	1	3	3	3	3	0	1	0	2	2	0	0	2	5	11	10	8	6	6	0	2	0	0	0	0	16	0	0	4	0	0	6	0	0	0	0	0	0	0	14	0	2	0	17	10	24	0	7	0	1	14	4	0	0	0	10	9	4	3	0	0	0	0	0	3	0	3	2	0	2	13	0	6	3	22	544
36	0	0	0	0	0	0	4	13	0	0	14	14	0	0	0	0	5	10	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	11	0	0	0	0	0	12	0	0	0	0	0	0	0	15	18	22	24	0	3	4	0	0	18	0	0	20	0	0	15	16	12	19	23	0	14	2	0	0	0	2	0	0	0	0	0	12	11	10	0	0	0	0	2	0	0	3	6	0	0	0	0	8	0	0	0	0	0	0	16	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	22	6	24	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	19	529
37	7	0	0	0	0	0	11	10	0	0	3	3	0	0	0	0	2	4	6	0	0	0	0	0	0	16	12	1	0	0	0	0	3	0	3	0	12	3	4	0	0	3	0	0	0	16	16	10	4	0	0	0	0	0	16	10	12	12	7	0	8	10	0	16	10	0	0	12	0	0	10	11	10	10	11	0	10	12	6	0	0	10	0	0	0	0	0	9	10	9	10	0	0	0	6	4	0	7	6	7	7	7	0	4	0	0	0	1	0	0	17	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	8	10	0	0	3	2	0	0	0	2	0	0	0	0	0	0	0	1	0	0	3	0	0	11	0	3	2	2	3	0	0	12	525
38	2	0	0	0	0	0	2	3	0	0	7	8	0	0	0	0	3	8	7	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	18	0	0	0	0	0	21	0	0	0	0	0	0	3	13	7	7	26	0	3	4	0	12	17	0	0	8	0	0	17	18	18	18	18	0	15	1	1	0	0	1	0	0	0	0	0	25	23	24	1	0	0	0	1	0	0	1	3	16	16	17	0	4	0	0	0	0	0	0	26	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	22	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	26	523
39	1	1	2	3	3	3	2	2	3	1	0	0	0	5	2	2	1	0	2	4	4	4	4	3	2	3	2	6	9	1	2	5	4	4	4	3	2	4	5	4	6	1	4	4	6	3	3	2	5	5	6	5	4	3	3	3	2	2	1	3	1	2	3	2	2	3	3	2	1	2	2	2	2	1	2	4	1	2	2	1	4	2	4	4	4	1	5	2	2	2	5	3	7	1	1	5	2	2	2	1	1	1	2	0	2	3	2	2	6	4	2	4	6	4	2	6	0	3	4	6	5	3	1	2	5	6	4	5	1	2	0	1	3	1	2	3	3	1	4	5	5	4	5	2	5	2	2	0	2	4	4	4	1	2	0	5	1	5	3	2	457
40	1	0	1	8	4	5	0	1	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	13	0	0	0	0	17	1	0	0	0	0	1	1	0	0	0	7	0	0	20	0	1	20	17	2	0	0	6	0	16	0	0	0	0	14	0	0	8	14	20	11	29	0	0	0	0	0	0	28	3	15	0	0	0	7	15	21	5	0	1	0	8	0	3	26	0	3	0	0	10	0	6	4	2	450
41	0	0	0	1	1	1	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	0	0	0	0	23	0	2	0	0	0	0	0	0	0	0	15	0	0	12	0	0	12	21	0	0	0	18	0	12	0	0	0	0	14	0	0	2	29	17	12	14	0	0	0	0	0	0	43	21	2	0	0	0	17	15	14	4	0	0	0	10	0	9	26	0	4	0	0	10	0	13	5	0	444
42	22	0	0	0	0	0	8	22	0	0	65	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	16	0	0	0	16	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	5	0	0	0	0	65	0	0	0	0	1	2	0	2	0	33	0	0	0	0	0	0	0	0	0	0	0	0	1	0	433
43	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	8	0	21	0	14	0	0	0	9	0	0	0	0	0	0	6	0	9	0	9	0	0	0	8	9	9	9	10	0	7	0	0	0	0	0	0	0	0	2	4	10	8	10	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	8	0	0	18	40	0	0	4	0	0	14	0	0	0	8	0	0	0	3	4	13	0	0	0	0	56	0	0	0	6	7	0	0	18	6	2	4	0	1	0	0	0	1	0	1	25	0	0	0	0	0	0	1	7	0	427
44	3	0	0	0	0	0	3	13	0	0	12	12	0	0	0	0	2	7	33	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	28	0	0	0	0	7	0	0	0	0	0	2	0	0	0	0	0	0	3	10	16	21	15	0	2	2	0	2	8	0	0	18	0	0	3	5	2	6	4	0	5	2	3	0	0	2	0	0	0	0	0	2	2	2	0	0	0	0	3	0	0	3	4	14	13	9	0	8	0	0	0	0	1	0	17	0	0	0	0	0	8	0	1	0	0	1	0	0	0	0	0	0	20	10	19	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	2	0	0	0	0	22	425
45	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	34	0	0	0	0	0	54	0	0	95	0	0	3	0	58	0	0	422
46	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	36	0	1	1	0	1	61	0	0	63	1	0	0	0	62	0	0	410
47	10	0	1	3	4	3	6	8	1	1	3	3	0	3	1	1	5	3	1	2	1	2	1	1	0	2	2	1	1	2	2	1	1	2	1	1	15	2	1	2	2	2	2	2	2	1	1	2	1	2	2	2	2	2	1	1	15	15	1	1	3	7	2	2	2	2	2	17	1	2	4	3	2	3	5	1	5	4	3	1	1	4	1	1	1	2	3	2	2	2	1	2	1	2	3	1	1	6	8	4	4	5	4	0	2	1	1	1	1	1	11	2	2	1	1	1	0	1	1	2	1	1	1	1	1	1	1	1	14	4	0	1	3	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	2	1	7	2	1	0	1	1	1	1	12	398
48	0	0	0	1	2	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	15	0	1	0	0	0	0	0	0	0	0	8	0	0	17	0	0	21	16	0	0	0	9	0	14	0	0	0	0	10	0	0	6	14	19	8	22	0	0	0	0	0	0	27	11	12	0	0	0	5	19	17	4	0	0	0	6	0	3	33	0	5	0	0	8	0	7	3	0	397
49	7	0	0	0	0	0	2	16	0	0	13	10	0	0	0	0	1	37	30	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	1	0	7	1	1	0	0	3	0	0	0	0	0	3	1	0	0	0	0	0	0	4	7	7	4	0	11	6	0	0	5	0	0	7	0	0	6	7	3	6	8	0	2	2	1	1	0	3	0	0	0	0	0	4	5	5	0	6	0	0	3	0	0	4	3	0	0	0	5	3	0	4	0	1	0	0	4	0	0	2	1	0	2	0	0	0	0	2	0	0	4	0	3	0	41	12	1	0	2	2	0	0	1	2	0	0	1	7	4	1	1	2	0	0	2	0	0	3	0	2	6	3	1	0	0	5	387
50	0	0	0	3	3	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	11	0	0	0	0	14	0	1	0	0	0	0	0	0	0	0	8	0	0	15	0	0	20	19	0	0	0	6	0	16	0	0	0	0	12	0	0	6	12	19	10	27	0	0	0	0	0	0	26	1	12	0	0	0	6	15	18	2	0	0	0	6	0	2	25	0	3	0	0	6	0	6	3	0	374
51	5	0	0	0	0	0	3	8	0	0	19	19	0	0	0	0	2	4	14	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	5	2	0	0	0	4	0	0	0	0	0	7	0	0	0	0	0	0	0	5	5	5	8	0	2	5	0	0	16	0	0	5	0	0	9	13	7	12	11	0	11	0	1	0	0	1	0	0	0	0	0	9	8	9	0	0	0	0	3	0	0	2	3	0	0	0	0	7	0	0	0	0	0	0	4	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	48	14	25	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	5	370
52	6	0	0	0	0	0	4	14	0	0	11	11	0	0	0	0	3	6	26	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	8	0	0	0	0	0	1	0	0	0	0	0	0	0	6	16	19	11	0	4	4	0	2	6	0	0	16	0	0	2	4	1	5	4	0	4	2	1	0	0	2	0	0	0	0	0	1	1	1	0	0	0	0	2	0	0	2	5	10	9	7	0	6	0	0	0	0	0	0	19	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	5	6	22	0	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	27	370
53	0	0	0	1	2	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	0	0	0	0	12	0	1	0	0	0	0	0	0	0	0	8	0	0	17	0	0	20	17	0	0	0	6	0	14	0	0	0	0	13	0	0	7	14	19	8	26	0	0	0	0	0	0	28	0	12	0	0	0	4	18	17	3	0	0	0	4	0	2	25	0	2	0	0	4	0	5	2	0	364
54	0	0	0	0	0	0	1	0	2	1	1	1	0	0	0	0	0	7	3	1	1	1	1	3	0	0	0	0	0	1	1	1	1	1	1	2	9	1	0	0	0	2	1	0	1	0	0	7	0	1	0	1	1	1	0	8	2	2	9	2	3	1	1	0	7	1	1	3	1	1	10	8	8	10	10	0	5	1	1	0	0	2	0	0	0	1	1	7	7	8	0	12	0	0	1	0	0	0	0	0	0	0	14	4	0	6	1	0	1	0	2	1	1	5	0	3	3	2	1	1	0	1	0	0	14	3	4	3	20	8	0	0	1	0	0	3	3	0	1	1	14	12	8	2	0	0	0	6	0	2	0	1	3	0	3	7	0	3	1	3	362
55	1	0	1	2	2	2	4	4	0	0	3	3	0	1	1	1	0	1	4	3	4	3	4	4	0	3	3	2	2	4	3	4	2	5	2	1	4	2	3	3	2	3	3	3	3	4	4	3	3	3	3	3	3	2	3	2	4	4	3	1	3	5	5	3	3	3	5	4	2	2	3	3	3	3	3	1	3	4	2	1	1	4	1	1	1	1	1	3	3	3	4	1	3	1	3	3	2	2	1	3	3	3	3	2	1	2	2	1	1	1	4	2	3	3	1	1	2	1	2	3	1	4	0	1	2	1	6	1	4	4	2	0	3	1	1	0	1	1	3	3	2	1	2	0	1	1	1	1	1	2	1	4	0	1	1	1	2	0	2	4	361
56	4	0	0	0	0	0	4	12	0	0	11	11	0	0	0	0	7	5	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	4	16	20	9	0	4	5	0	0	8	0	0	15	0	0	3	5	2	6	4	0	5	2	4	0	0	2	0	0	0	0	0	1	2	2	0	0	0	0	2	0	0	6	10	6	5	4	0	5	0	0	0	0	0	0	11	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	18	11	25	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	4	0	0	0	0	14	360
57	2	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	6	5	5	5	1	0	2	2	3	3	5	7	5	2	5	2	5	1	2	2	8	7	1	6	8	8	2	2	1	2	5	7	7	7	4	2	1	1	1	1	5	1	1	9	2	1	6	11	1	5	5	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	0	1	1	2	2	2	1	0	0	1	5	1	1	1	1	6	6	1	1	1	2	5	2	6	1	7	2	1	1	1	1	0	2	2	1	1	2	1	1	1	1	1	7	6	1	1	1	1	6	0	1	1	2	1	1	3	1	2	1	1	1	1	0	1	357
58	4	0	0	1	1	1	3	3	3	2	3	3	0	1	1	1	1	2	3	3	3	3	3	1	0	3	3	3	3	3	3	3	4	3	4	3	3	4	3	2	2	2	3	2	3	3	3	4	3	3	2	3	3	3	3	4	3	3	4	3	3	3	3	3	3	3	3	3	3	3	4	4	4	4	4	1	3	3	4	1	1	3	1	1	1	1	1	3	3	3	3	1	1	1	3	3	2	2	3	3	3	3	1	3	1	1	3	2	1	1	3	3	3	1	1	1	3	3	1	3	1	3	1	1	1	1	1	1	3	3	2	2	4	1	1	1	1	1	3	3	1	1	1	1	3	1	1	1	1	1	1	3	1	1	1	1	1	1	1	3	356
59	2	0	0	2	2	2	2	2	2	2	2	2	0	2	2	2	0	2	2	3	2	3	2	2	0	2	2	3	3	3	3	2	2	3	2	2	2	2	2	3	3	2	3	3	3	2	2	2	2	2	3	3	3	5	2	2	2	2	2	2	2	2	3	2	2	3	3	2	3	5	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	3	2	2	2	2	2	2	3	2	4	2	2	4	2	2	2	2	2	2	2	2	2	2	2	2	4	3	3	2	2	2	2	2	2	6	2	3	2	2	3	2	3	2	2	2	2	2	2	356
60	3	0	0	0	0	0	0	0	0	0	13	15	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	3	0	0	0	87	0	0	2	0	1	0	0	0	0	0	0	14	1	108	0	29	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	355
61	0	0	0	0	0	0	1	4	0	0	2	2	0	0	0	0	0	0	3	9	5	9	6	0	0	0	3	2	2	8	4	4	3	9	3	7	1	3	2	6	7	1	12	6	2	2	2	3	2	12	2	13	7	4	3	4	1	1	4	15	1	4	6	3	3	4	6	1	1	2	3	3	3	3	3	0	3	1	1	0	0	2	0	0	0	0	0	4	3	3	2	0	0	0	3	2	6	0	0	3	3	2	0	0	0	0	4	0	0	0	1	3	10	0	0	0	0	7	2	11	0	2	1	0	0	0	0	0	1	2	0	0	2	0	0	0	0	0	8	9	1	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	354
62	4	0	0	0	0	0	1	12	0	0	13	13	0	0	0	0	4	7	27	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	28	1	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	2	8	3	3	15	0	2	2	0	2	8	0	0	5	0	0	2	4	1	5	3	0	4	1	2	0	0	1	0	0	0	0	0	1	2	1	0	0	0	0	3	0	0	3	7	12	11	7	0	10	0	0	0	0	0	0	18	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	16	10	18	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	22	353
63	3	2	1	1	1	1	4	4	2	2	3	3	0	1	1	1	2	2	4	2	2	1	2	1	1	3	3	3	3	3	2	2	2	3	2	2	4	2	2	4	2	3	2	4	3	4	4	3	2	3	2	2	2	2	3	2	4	4	3	2	3	4	2	3	3	2	3	4	2	2	3	3	3	3	3	1	3	4	3	2	1	3	1	1	1	1	1	3	3	3	4	1	2	1	2	2	2	3	3	4	4	4	1	2	1	1	2	2	1	1	5	2	2	1	2	1	1	2	2	2	1	2	2	1	1	1	1	1	4	3	2	2	2	2	1	2	1	2	2	2	1	1	1	1	2	3	2	1	2	1	1	5	1	2	1	1	1	1	1	5	349
64	1	0	1	1	1	1	0	0	0	0	1	1	0	1	0	0	0	15	4	0	0	0	0	8	3	1	1	0	0	0	1	0	1	0	1	0	0	2	0	0	0	8	0	0	1	0	0	11	0	0	0	0	0	0	1	12	0	0	14	0	1	0	2	1	10	0	0	0	0	1	15	14	11	16	21	0	11	0	0	0	0	0	1	1	1	0	0	13	13	13	4	1	3	1	4	0	0	1	3	8	8	6	1	4	0	1	1	0	1	1	1	0	0	0	0	1	6	0	0	1	0	0	0	1	1	1	0	1	2	5	2	0	2	0	2	1	3	0	2	0	2	1	0	0	1	0	0	0	7	1	0	3	0	9	2	0	0	1	1	2	347
65	3	0	0	0	0	0	4	13	0	0	12	12	0	0	0	0	4	7	28	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	25	1	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	3	2	13	20	7	0	5	4	0	1	6	0	0	9	0	0	1	4	1	3	1	0	4	1	2	0	0	2	0	0	0	0	0	2	1	2	0	0	0	0	3	0	0	4	5	6	5	3	0	6	0	0	0	0	0	0	12	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	20	7	24	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	23	343
66	0	0	1	1	1	1	6	3	1	1	0	0	0	3	4	4	1	0	4	2	2	0	1	4	0	0	0	12	7	1	2	1	2	4	2	0	29	2	3	2	4	4	0	2	0	1	1	0	3	1	2	1	2	0	1	1	16	23	2	0	2	2	4	0	2	1	3	12	1	0	0	0	0	2	0	2	2	0	1	23	3	0	1	1	1	1	2	0	1	0	1	2	1	0	2	3	0	1	2	0	0	0	1	0	0	1	2	5	1	1	2	0	1	1	2	1	7	1	7	0	1	0	2	1	1	1	1	2	4	1	0	1	0	1	1	0	2	3	1	0	3	1	3	1	0	0	0	1	5	2	1	1	0	7	1	2	2	1	1	2	340
67	1	0	0	0	0	0	2	2	0	0	6	6	0	0	0	0	1	6	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	15	0	0	0	0	0	19	0	0	0	0	0	0	1	10	1	1	19	0	1	4	0	1	15	0	0	1	0	0	16	16	16	16	13	0	12	1	0	0	0	1	0	0	0	0	0	24	21	24	1	0	0	0	0	0	0	2	1	2	2	2	0	1	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	336
68	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	1	11	5	11	5	0	0	2	2	1	1	11	9	5	2	9	2	2	1	2	1	9	9	1	15	9	7	2	2	1	1	7	4	9	10	5	2	2	1	1	1	12	1	0	5	2	1	8	9	1	2	3	1	1	1	1	1	1	1	2	0	0	1	2	0	0	0	0	0	1	1	1	3	0	0	0	0	1	7	0	3	0	0	0	0	4	0	0	3	0	0	0	0	2	12	0	0	0	0	3	2	13	0	0	3	0	0	0	0	0	3	2	0	1	0	0	0	0	0	0	9	11	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	332
69	2	0	0	0	0	0	3	12	0	0	10	10	0	0	0	0	4	6	24	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	28	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	16	20	6	0	3	3	0	0	8	0	0	18	0	0	2	2	2	4	3	0	5	0	2	0	0	1	0	0	0	0	0	2	2	2	0	0	0	0	1	0	0	2	7	6	5	3	0	7	0	0	0	0	0	0	18	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	13	7	16	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	21	331
